agent_role,agent_autonomy_level,user_role,requested_action,tool_requested,resource_type,resource_sensitivity,permission_match,action_risk_score,prompt_injection_detected,data_exfiltration_risk,human_approval_required,previous_failed_attempts,audit_log_available,access_decision
customer_support_agent,2,service_account,read_record,ticketing_api,support_ticket,2,1,12,0,26,0,1,1,Allowed
customer_support_agent,3,employee,delete_record,crm_api,public_knowledge_base,1,1,64,0,19,1,2,1,Needs_Human_Approval
customer_support_agent,5,service_account,search_records,ticketing_api,payroll_record,5,1,48,0,70,1,0,1,Needs_Human_Approval
security_monitoring_agent,2,manager,approve_payment,finance_erp_api,api_key_secret,5,1,89,0,60,1,0,1,Blocked
procurement_agent,3,analyst,search_records,ticketing_api,support_ticket,2,0,29,0,36,0,1,1,Blocked
security_monitoring_agent,4,service_account,create_ticket,ticketing_api,sales_pipeline,3,0,42,0,45,0,0,1,Blocked
finance_reconciliation_agent,2,guest,read_record,contract_repository_api,sales_pipeline,3,0,36,0,47,0,0,1,Blocked
hr_onboarding_agent,4,employee,update_record,hris_api,customer_profile,4,0,83,0,50,1,1,1,Blocked
it_helpdesk_agent,3,service_account,create_ticket,ticketing_api,source_code_repo,4,0,51,0,61,0,2,1,Blocked
finance_reconciliation_agent,5,employee,read_record,file_storage_api,access_policy,5,0,70,0,81,0,0,1,Blocked
legal_contract_agent,3,contractor,read_record,crm_api,support_ticket,2,0,40,0,42,0,2,1,Blocked
customer_support_agent,1,employee,read_record,contract_repository_api,payroll_record,5,0,50,0,73,1,2,1,Blocked
hr_onboarding_agent,2,employee,read_record,file_storage_api,financial_record,4,0,64,0,75,0,2,1,Blocked
it_helpdesk_agent,4,analyst,approve_payment,finance_erp_api,public_knowledge_base,1,1,72,0,23,1,0,0,Needs_Human_Approval
procurement_agent,3,guest,update_record,finance_erp_api,sales_pipeline,3,0,86,0,43,1,5,1,Blocked
customer_support_agent,1,contractor,search_records,finance_erp_api,customer_profile,3,1,8,0,40,0,0,1,Allowed
customer_support_agent,1,contractor,search_records,hris_api,customer_profile,3,1,12,0,33,0,1,1,Allowed
customer_support_agent,3,security_admin,export_report,database_api,payroll_record,5,1,59,0,73,1,0,1,Needs_Human_Approval
hr_onboarding_agent,3,vendor,delete_record,file_storage_api,invoice,3,0,100,0,55,1,1,1,Blocked
devops_release_agent,4,service_account,update_record,ticketing_api,payroll_record,5,0,97,0,66,1,3,1,Blocked
it_helpdesk_agent,2,analyst,send_email,email_api,support_ticket,2,1,21,0,63,0,1,1,Allowed
finance_reconciliation_agent,4,manager,export_report,database_api,customer_profile,3,1,52,0,61,0,0,1,Allowed
it_helpdesk_agent,2,employee,update_record,email_api,financial_record,4,0,84,0,68,1,0,1,Blocked
it_helpdesk_agent,2,employee,sync_external_app,external_webhook,employee_file,4,1,77,0,87,1,0,0,Needs_Human_Approval
sales_crm_agent,3,employee,send_email,email_api,payroll_record,5,0,85,0,98,1,3,1,Blocked
data_analytics_agent,4,contractor,search_records,database_api,invoice,3,0,48,0,42,0,2,1,Blocked
finance_reconciliation_agent,1,manager,send_email,email_api,payroll_record,5,0,56,0,100,1,0,1,Blocked
executive_assistant_agent,3,employee,update_record,ticketing_api,public_knowledge_base,1,0,62,0,32,0,5,1,Blocked
sales_crm_agent,3,service_account,search_records,hris_api,financial_record,4,0,43,0,64,0,1,1,Blocked
legal_contract_agent,5,employee,search_records,ticketing_api,support_ticket,2,0,35,0,31,0,0,1,Blocked
legal_contract_agent,4,admin,read_record,file_storage_api,support_ticket,2,0,25,0,50,0,0,1,Blocked
finance_reconciliation_agent,2,analyst,read_record,crm_api,invoice,3,1,4,0,34,0,0,1,Allowed
it_helpdesk_agent,3,service_account,search_records,ticketing_api,sales_pipeline,3,0,35,0,46,0,0,1,Blocked
it_helpdesk_agent,3,admin,approve_payment,finance_erp_api,audit_log,4,1,75,0,56,1,0,0,Needs_Human_Approval
procurement_agent,2,contractor,download_file,crm_api,payroll_record,5,0,99,0,100,1,0,0,Blocked
security_monitoring_agent,4,manager,send_email,database_api,customer_profile,3,0,74,0,68,1,0,0,Blocked
customer_support_agent,3,admin,search_records,database_api,public_knowledge_base,1,1,2,0,24,0,0,1,Allowed
data_analytics_agent,4,employee,read_record,file_storage_api,sales_pipeline,4,1,57,1,63,0,0,1,Blocked
finance_reconciliation_agent,3,contractor,send_email,email_api,payroll_record,5,1,66,0,100,1,0,0,Blocked
hr_onboarding_agent,5,admin,run_script,crm_api,invoice,3,0,100,0,57,1,0,1,Blocked
finance_reconciliation_agent,1,guest,send_email,email_api,customer_profile,3,0,41,0,78,0,0,1,Blocked
hr_onboarding_agent,4,guest,download_file,database_api,public_knowledge_base,1,1,41,0,48,0,0,1,Allowed
procurement_agent,2,employee,search_records,devops_ci_api,invoice,3,1,24,0,43,0,0,1,Allowed
customer_support_agent,3,vendor,export_report,database_api,access_policy,5,0,100,1,100,1,2,1,Blocked
it_helpdesk_agent,1,analyst,approve_payment,hris_api,audit_log,4,1,83,0,46,1,1,1,Blocked
security_monitoring_agent,1,employee,update_record,finance_erp_api,source_code_repo,4,0,75,0,60,1,1,1,Blocked
legal_contract_agent,3,employee,read_record,database_api,system_config,4,0,57,0,60,0,4,1,Blocked
it_helpdesk_agent,2,service_account,send_email,contract_repository_api,invoice,3,0,66,0,72,1,0,1,Blocked
customer_support_agent,4,manager,approve_payment,finance_erp_api,employee_file,4,0,100,0,76,1,2,1,Blocked
finance_reconciliation_agent,4,analyst,download_file,contract_repository_api,public_knowledge_base,1,1,23,0,40,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,1,analyst,create_ticket,ticketing_api,financial_record,4,1,10,0,36,0,0,1,Allowed
it_helpdesk_agent,2,security_admin,download_file,hris_api,support_ticket,2,1,33,0,48,0,0,1,Allowed
finance_reconciliation_agent,2,contractor,send_email,external_webhook,invoice,3,0,98,1,100,1,0,1,Blocked
devops_release_agent,3,analyst,search_records,finance_erp_api,employee_file,4,0,46,0,64,0,0,1,Blocked
it_helpdesk_agent,3,employee,read_record,crm_api,source_code_repo,5,0,73,0,66,1,1,0,Blocked
sales_crm_agent,3,service_account,read_record,contract_repository_api,customer_profile,3,1,17,0,33,0,0,1,Allowed
customer_support_agent,4,security_admin,download_file,database_api,financial_record,4,1,52,0,78,0,1,1,Needs_Human_Approval
legal_contract_agent,2,admin,export_report,email_api,public_knowledge_base,1,1,31,0,44,0,0,0,Allowed
hr_onboarding_agent,2,employee,approve_payment,finance_erp_api,public_knowledge_base,2,1,60,0,26,1,0,1,Needs_Human_Approval
data_analytics_agent,3,analyst,search_records,database_api,public_knowledge_base,1,1,2,0,28,0,0,1,Allowed
procurement_agent,2,vendor,search_records,email_api,public_knowledge_base,1,0,34,0,38,0,1,0,Blocked
hr_onboarding_agent,4,employee,update_record,database_api,support_ticket,2,0,80,0,38,1,2,1,Blocked
procurement_agent,2,contractor,read_record,file_storage_api,public_knowledge_base,1,0,13,0,48,0,1,1,Blocked
it_helpdesk_agent,3,analyst,download_file,file_storage_api,source_code_repo,4,0,83,0,95,1,6,1,Blocked
executive_assistant_agent,2,analyst,create_ticket,database_api,payroll_record,5,0,54,0,78,1,0,1,Blocked
devops_release_agent,1,vendor,export_report,identity_provider_api,customer_profile,3,0,76,0,72,1,1,0,Blocked
it_helpdesk_agent,3,employee,create_ticket,identity_provider_api,access_policy,5,1,55,0,49,1,1,0,Needs_Human_Approval
customer_support_agent,3,service_account,sync_external_app,hris_api,public_knowledge_base,1,1,55,0,60,0,0,1,Allowed
data_analytics_agent,4,service_account,send_email,database_api,system_config,4,1,70,0,67,1,5,1,Needs_Human_Approval
it_helpdesk_agent,2,service_account,export_report,siem_api,sales_pipeline,3,0,55,0,64,0,0,1,Blocked
procurement_agent,4,admin,export_report,database_api,sales_pipeline,3,0,67,0,70,1,0,1,Blocked
it_helpdesk_agent,4,manager,read_record,ticketing_api,sales_pipeline,3,0,52,0,37,0,0,1,Blocked
it_helpdesk_agent,3,guest,send_email,email_api,payroll_record,4,0,74,0,100,1,0,1,Blocked
customer_support_agent,4,security_admin,search_records,finance_erp_api,payroll_record,5,0,61,0,60,1,0,1,Blocked
customer_support_agent,3,analyst,search_records,hris_api,sales_pipeline,3,0,30,0,50,0,0,1,Blocked
sales_crm_agent,1,manager,send_email,email_api,invoice,3,0,33,0,78,0,1,1,Blocked
customer_support_agent,3,guest,export_report,database_api,customer_profile,3,0,82,0,69,1,1,0,Blocked
finance_reconciliation_agent,2,analyst,search_records,file_storage_api,system_config,4,1,30,0,59,0,0,1,Allowed
security_monitoring_agent,5,admin,search_records,crm_api,financial_record,4,1,37,0,50,0,3,1,Allowed
it_helpdesk_agent,2,manager,approve_payment,finance_erp_api,support_ticket,2,1,53,0,26,1,0,1,Needs_Human_Approval
security_monitoring_agent,3,manager,export_report,siem_api,system_config,4,1,61,0,75,0,1,1,Needs_Human_Approval
it_helpdesk_agent,3,analyst,read_record,crm_api,support_ticket,2,1,2,0,20,0,0,1,Allowed
customer_support_agent,3,contractor,search_records,crm_api,sales_pipeline,3,0,38,0,57,1,0,1,Blocked
it_helpdesk_agent,3,analyst,export_report,finance_erp_api,invoice,3,0,64,0,73,0,1,1,Blocked
customer_support_agent,2,analyst,create_ticket,ticketing_api,employee_file,4,1,11,0,54,0,0,1,Allowed
finance_reconciliation_agent,4,analyst,update_record,database_api,employee_file,4,0,87,0,72,1,2,1,Blocked
sales_crm_agent,3,contractor,export_report,database_api,public_knowledge_base,1,1,25,0,29,0,0,1,Allowed
finance_reconciliation_agent,4,analyst,read_record,file_storage_api,support_ticket,2,1,10,0,42,0,0,1,Allowed
finance_reconciliation_agent,1,manager,download_file,contract_repository_api,invoice,3,1,55,0,66,0,6,1,Needs_Human_Approval
procurement_agent,3,employee,read_record,crm_api,support_ticket,2,0,21,0,33,0,0,1,Blocked
customer_support_agent,3,employee,update_record,ticketing_api,invoice,3,0,68,0,61,1,1,1,Blocked
customer_support_agent,3,service_account,search_records,contract_repository_api,customer_profile,3,0,41,0,69,0,1,1,Blocked
data_analytics_agent,5,admin,download_file,file_storage_api,invoice,3,1,46,0,52,0,0,1,Allowed
security_monitoring_agent,3,manager,read_record,finance_erp_api,employee_file,4,0,97,1,94,1,3,1,Blocked
data_analytics_agent,4,admin,download_file,email_api,customer_profile,3,1,45,0,64,0,0,1,Allowed
hr_onboarding_agent,2,guest,change_permission,identity_provider_api,public_knowledge_base,1,0,86,0,29,1,0,1,Blocked
security_monitoring_agent,3,service_account,sync_external_app,database_api,employee_file,4,1,87,0,83,1,3,1,Blocked
hr_onboarding_agent,5,security_admin,update_record,hris_api,public_knowledge_base,1,1,34,0,20,0,2,1,Allowed
legal_contract_agent,3,employee,export_report,finance_erp_api,contract_document,3,1,41,0,68,0,0,1,Needs_Human_Approval
finance_reconciliation_agent,3,analyst,download_file,contract_repository_api,audit_log,4,1,63,0,63,0,0,1,Needs_Human_Approval
hr_onboarding_agent,1,manager,export_report,file_storage_api,support_ticket,2,1,45,0,53,0,2,1,Allowed
procurement_agent,5,employee,search_records,finance_erp_api,customer_profile,3,0,44,0,48,0,1,1,Blocked
sales_crm_agent,3,employee,search_records,database_api,payroll_record,5,0,72,0,81,1,5,1,Blocked
customer_support_agent,3,employee,read_record,crm_api,payroll_record,5,0,58,0,83,1,0,1,Blocked
security_monitoring_agent,4,employee,send_email,email_api,customer_profile,3,1,37,0,67,0,0,1,Needs_Human_Approval
security_monitoring_agent,3,service_account,search_records,database_api,financial_record,3,0,79,1,73,1,2,0,Blocked
procurement_agent,3,contractor,read_record,database_api,customer_profile,3,0,37,0,36,0,1,1,Blocked
customer_support_agent,2,admin,create_ticket,ticketing_api,support_ticket,2,1,2,0,10,0,0,1,Allowed
sales_crm_agent,4,security_admin,search_records,ticketing_api,system_config,4,1,2,0,42,0,0,1,Allowed
procurement_agent,3,analyst,read_record,ticketing_api,public_knowledge_base,1,0,35,0,44,0,1,1,Blocked
procurement_agent,2,manager,download_file,file_storage_api,customer_profile,3,0,65,0,84,1,0,1,Blocked
data_analytics_agent,2,employee,download_file,contract_repository_api,invoice,3,1,33,0,51,0,0,1,Allowed
it_helpdesk_agent,1,employee,sync_external_app,external_webhook,customer_profile,3,0,84,0,80,1,2,1,Blocked
sales_crm_agent,2,guest,read_record,external_webhook,access_policy,5,0,66,0,82,1,0,1,Blocked
data_analytics_agent,1,vendor,update_record,crm_api,sales_pipeline,3,1,58,0,42,0,2,0,Needs_Human_Approval
hr_onboarding_agent,3,guest,sync_external_app,database_api,customer_profile,3,0,100,1,87,0,0,1,Blocked
it_helpdesk_agent,2,guest,update_record,hris_api,support_ticket,2,0,69,0,42,1,3,1,Blocked
sales_crm_agent,2,service_account,export_report,finance_erp_api,access_policy,5,1,63,0,70,1,0,1,Needs_Human_Approval
finance_reconciliation_agent,2,service_account,read_record,hris_api,support_ticket,2,1,2,0,26,1,0,1,Needs_Human_Approval
procurement_agent,3,contractor,read_record,crm_api,invoice,3,1,20,0,44,0,3,1,Allowed
executive_assistant_agent,1,admin,export_report,finance_erp_api,financial_record,4,0,64,0,90,0,0,1,Blocked
hr_onboarding_agent,2,guest,update_record,ticketing_api,invoice,3,1,50,0,28,0,0,1,Allowed
devops_release_agent,4,manager,send_email,email_api,meeting_notes,2,0,46,0,63,0,0,1,Blocked
finance_reconciliation_agent,3,analyst,read_record,crm_api,system_config,4,0,64,0,62,0,4,1,Blocked
hr_onboarding_agent,5,employee,send_email,email_api,employee_file,4,1,56,0,90,0,1,1,Blocked
data_analytics_agent,4,analyst,export_report,crm_api,api_key_secret,5,1,73,0,84,1,0,1,Needs_Human_Approval
it_helpdesk_agent,2,contractor,create_ticket,ticketing_api,system_config,4,1,22,0,57,1,1,1,Needs_Human_Approval
data_analytics_agent,4,manager,read_record,finance_erp_api,support_ticket,2,1,9,0,32,0,0,1,Allowed
finance_reconciliation_agent,2,employee,export_report,crm_api,source_code_repo,4,1,51,0,70,0,0,1,Needs_Human_Approval
customer_support_agent,3,analyst,search_records,ticketing_api,customer_profile,3,1,18,0,42,0,1,1,Allowed
it_helpdesk_agent,3,analyst,export_report,finance_erp_api,public_knowledge_base,1,1,37,0,56,0,0,1,Allowed
sales_crm_agent,3,guest,export_report,ticketing_api,public_knowledge_base,1,0,63,0,41,0,0,1,Blocked
data_analytics_agent,4,guest,export_report,database_api,source_code_repo,4,0,100,1,92,1,4,1,Blocked
data_analytics_agent,4,admin,search_records,finance_erp_api,support_ticket,2,0,35,0,36,0,4,1,Blocked
customer_support_agent,2,guest,read_record,finance_erp_api,audit_log,4,1,33,0,43,0,0,1,Allowed
data_analytics_agent,5,employee,send_email,email_api,public_knowledge_base,1,0,40,0,62,0,1,1,Blocked
security_monitoring_agent,5,vendor,read_record,finance_erp_api,support_ticket,2,1,27,0,23,0,0,1,Allowed
hr_onboarding_agent,3,analyst,search_records,database_api,public_knowledge_base,1,0,17,0,24,0,1,1,Blocked
sales_crm_agent,3,admin,send_email,identity_provider_api,contract_document,3,0,76,0,76,1,2,1,Blocked
customer_support_agent,4,analyst,read_record,crm_api,sales_pipeline,4,1,21,0,45,0,0,1,Allowed
customer_support_agent,1,security_admin,search_records,crm_api,access_policy,5,1,25,0,53,1,0,1,Needs_Human_Approval
sales_crm_agent,2,guest,download_file,hris_api,customer_profile,3,1,58,0,62,0,0,1,Needs_Human_Approval
hr_onboarding_agent,4,manager,export_report,database_api,public_knowledge_base,1,1,27,0,28,0,1,1,Allowed
legal_contract_agent,1,manager,read_record,finance_erp_api,audit_log,4,1,22,0,31,0,2,1,Allowed
devops_release_agent,4,contractor,search_records,database_api,customer_profile,3,0,42,0,50,0,2,1,Blocked
procurement_agent,3,manager,update_record,finance_erp_api,customer_profile,3,0,80,0,44,1,4,1,Blocked
data_analytics_agent,3,employee,read_record,file_storage_api,public_knowledge_base,1,0,11,0,41,0,0,1,Blocked
it_helpdesk_agent,2,analyst,read_record,hris_api,public_knowledge_base,1,1,2,0,13,0,0,1,Allowed
finance_reconciliation_agent,2,contractor,update_record,crm_api,sales_pipeline,3,0,60,0,52,0,1,1,Blocked
devops_release_agent,3,employee,create_ticket,ticketing_api,customer_profile,3,0,32,0,51,0,0,1,Blocked
finance_reconciliation_agent,3,manager,export_report,file_storage_api,contract_document,3,0,72,0,73,1,0,1,Blocked
security_monitoring_agent,1,analyst,download_file,contract_repository_api,public_knowledge_base,1,1,22,0,39,0,0,1,Allowed
devops_release_agent,4,manager,run_script,ticketing_api,invoice,3,0,100,1,66,1,3,1,Blocked
sales_crm_agent,2,contractor,download_file,hris_api,support_ticket,2,0,69,0,60,1,1,0,Blocked
finance_reconciliation_agent,4,vendor,create_ticket,ticketing_api,sales_pipeline,3,0,34,0,46,0,0,1,Blocked
customer_support_agent,2,manager,download_file,database_api,financial_record,4,0,66,0,90,1,0,1,Blocked
sales_crm_agent,1,guest,change_permission,identity_provider_api,customer_profile,3,1,86,0,35,1,0,1,Blocked
sales_crm_agent,2,admin,download_file,contract_repository_api,payroll_record,5,0,77,0,82,1,3,1,Blocked
customer_support_agent,3,admin,export_report,finance_erp_api,public_knowledge_base,1,1,16,0,23,0,0,1,Allowed
customer_support_agent,4,contractor,update_record,email_api,payroll_record,5,0,100,0,86,1,2,1,Blocked
devops_release_agent,1,employee,send_email,email_api,public_knowledge_base,1,0,24,0,58,0,0,1,Blocked
finance_reconciliation_agent,4,manager,search_records,crm_api,employee_file,4,1,22,0,44,0,0,1,Allowed
it_helpdesk_agent,5,contractor,view_audit_log,identity_provider_api,customer_profile,3,0,63,0,66,0,2,1,Blocked
sales_crm_agent,3,admin,export_report,finance_erp_api,customer_profile,4,1,54,0,68,0,0,1,Needs_Human_Approval
sales_crm_agent,2,service_account,read_record,hris_api,system_config,4,0,42,0,58,0,0,1,Blocked
sales_crm_agent,5,contractor,download_file,database_api,financial_record,4,1,66,0,75,1,0,1,Needs_Human_Approval
hr_onboarding_agent,3,analyst,search_records,hris_api,support_ticket,2,0,22,0,38,0,1,1,Blocked
it_helpdesk_agent,4,admin,search_records,finance_erp_api,audit_log,4,1,22,0,54,0,1,1,Allowed
it_helpdesk_agent,2,manager,create_ticket,ticketing_api,employee_file,4,0,50,0,58,0,8,1,Blocked
finance_reconciliation_agent,2,service_account,export_report,database_api,support_ticket,2,1,73,1,61,1,1,1,Blocked
data_analytics_agent,2,analyst,download_file,finance_erp_api,support_ticket,2,0,67,0,40,1,2,1,Blocked
security_monitoring_agent,5,guest,search_records,database_api,customer_profile,2,0,51,0,29,0,0,1,Blocked
data_analytics_agent,4,employee,read_record,contract_repository_api,sales_pipeline,3,0,51,0,59,0,2,1,Blocked
it_helpdesk_agent,3,vendor,download_file,file_storage_api,contract_document,3,0,69,0,77,1,0,1,Blocked
customer_support_agent,1,contractor,download_file,identity_provider_api,customer_profile,3,0,61,0,66,0,0,1,Blocked
it_helpdesk_agent,1,vendor,delete_record,finance_erp_api,api_key_secret,5,0,100,0,72,1,2,1,Blocked
it_helpdesk_agent,4,service_account,export_report,database_api,access_policy,5,1,70,0,76,1,1,1,Needs_Human_Approval
